siparis_no,tarih,musteri_id,sehir,kategori,urun_adi,adet,birim_fiyat,tutar,odeme_yontemi,durum
S11501,2026-08-27,M0569,Adana,Elektronik,Bluetooth Hoparlör,1,1799,1799,Kredi Kartı,Tamamlandı
S11502,2026-08-27,M0456,İstanbul,Kozmetik,Güneş Kremi,1,459,459,Kredi Kartı,Tamamlandı
S11503,2026-08-27,M0385,Antalya,Ev Yaşam,Masa Lambası,1,649,649,Kredi Kartı,Tamamlandı
S11504,2026-08-27,M0755,Bursa,Ev Yaşam,Tencere Seti,1,3299,3299,Kapıda Ödeme,Tamamlandı
S11505,2026-08-28,M0139,İstanbul,Spor,Yoga Matı,1,399,399,Kredi Kartı,Tamamlandı
S11505,2026-08-28,M0139,İstanbul,Ev Yaşam,Kahve Makinesi,1,2199,2199,Kredi Kartı,Tamamlandı
S11506,2026-08-28,M0538,İzmir,Elektronik,Mekanik Klavye,1,2499,2499,Kredi Kartı,Tamamlandı
S11507,2026-08-28,M0211,İstanbul,Elektronik,Mekanik Klavye,1,2499,2499,Havale/EFT,Tamamlandı
S11507,2026-08-28,M0211,İstanbul,Kozmetik,Parfüm,2,1599,3198,Havale/EFT,Tamamlandı
S11508,2026-08-28,M0698,İstanbul,Kozmetik,Güneş Kremi,2,459,918,Havale/EFT,Tamamlandı
S11509,2026-08-28,M0884,Antalya,Kozmetik,Güneş Kremi,1,459,459,Kredi Kartı,Tamamlandı
S11510,2026-08-28,M0195,Ankara,Kitap,Kişisel Gelişim Kitabı,1,229,229,Havale/EFT,Tamamlandı
S11511,2026-08-28,M0620,İstanbul,Giyim,Kot Pantolon,3,899,2697,Kredi Kartı,Tamamlandı
S11512,2026-08-28,M0771,İstanbul,Elektronik,Oyuncu Mouse,1,899,899,Kredi Kartı,Tamamlandı
S11513,2026-08-29,M0155,İstanbul,Spor,Yoga Matı,1,399,399,Havale/EFT,Tamamlandı
S11514,2026-08-29,M0479,İstanbul,Giyim,Mont,1,2299,2299,Banka Kartı,Tamamlandı
S11515,2026-08-29,M0371,Bursa,Giyim,Kot Pantolon,1,899,899,Kredi Kartı,Tamamlandı
S11516,2026-08-29,M0524,İstanbul,Giyim,Kazak,2,749,1498,Kredi Kartı,Tamamlandı
S11516,2026-08-29,M0524,İstanbul,Elektronik,Tablet,2,8999,17998,Kredi Kartı,Tamamlandı
S11517,2026-08-29,M0213,İstanbul,Ev Yaşam,Nevresim Takımı,4,1149,4596,Banka Kartı,Tamamlandı
S11517,2026-08-29,M0213,İstanbul,Kozmetik,Güneş Kremi,2,459,918,Banka Kartı,Tamamlandı
S11518,2026-08-29,M0129,İstanbul,Elektronik,Akıllı Saat,2,3499,6998,Kredi Kartı,Tamamlandı
S11519,2026-08-29,M0570,Konya,Kozmetik,Güneş Kremi,2,459,918,Banka Kartı,Tamamlandı
S11520,2026-08-30,M0486,Ankara,Giyim,Spor Ayakkabı,1,1899,1899,Kapıda Ödeme,Tamamlandı
S11521,2026-08-30,M0275,İstanbul,Giyim,Spor Ayakkabı,2,1899,3798,Banka Kartı,Tamamlandı
S11522,2026-08-30,M0661,Bursa,Elektronik,Mekanik Klavye,1,2499,2499,Banka Kartı,Tamamlandı
S11523,2026-08-30,M0378,Bursa,Elektronik,Oyuncu Kulaklığı,1,1899,1899,Havale/EFT,Tamamlandı
S11524,2026-08-30,M0042,Antalya,Giyim,Mont,2,2299,4598,Kredi Kartı,Tamamlandı
S11524,2026-08-30,M0042,Antalya,Spor,Yoga Matı,1,399,399,Kredi Kartı,Tamamlandı
S11524,2026-08-30,M0042,Antalya,Kozmetik,Nemlendirici Krem,2,399,798,Kredi Kartı,Tamamlandı
S11525,2026-08-30,M0887,Konya,Giyim,Tişört,1,349,349,Kredi Kartı,Tamamlandı
S11526,2026-08-30,M0590,Konya,Elektronik,Mekanik Klavye,1,2499,2499,Kredi Kartı,Tamamlandı
S11526,2026-08-30,M0590,Konya,Kozmetik,Şampuan,2,159,318,Kredi Kartı,Tamamlandı
S11526,2026-08-30,M0590,Konya,Kozmetik,Parfüm,1,1599,1599,Kredi Kartı,Tamamlandı
S11527,2026-08-30,M0690,Bursa,Elektronik,Tablet,1,8999,8999,Kredi Kartı,Tamamlandı
S11527,2026-08-30,M0690,Bursa,Elektronik,Tablet,1,8999,8999,Kredi Kartı,Tamamlandı
S11528,2026-08-30,M0264,İzmir,Kozmetik,Güneş Kremi,2,459,918,Havale/EFT,Tamamlandı
S11529,2026-08-30,M0729,İzmir,Spor,Dambıl Seti,1,1249,1249,Kredi Kartı,Tamamlandı
S11529,2026-08-30,M0729,İzmir,Ev Yaşam,Masa Lambası,1,649,649,Kredi Kartı,Tamamlandı
S11530,2026-08-31,M0232,İstanbul,Elektronik,Kablosuz Kulaklık,2,1299,2598,Kredi Kartı,Tamamlandı
S11531,2026-08-31,M0509,Antalya,Ev Yaşam,Termos,1,449,449,Kredi Kartı,Tamamlandı
S11532,2026-08-31,M0885,İzmir,Elektronik,Kablosuz Kulaklık,2,1299,2598,Kredi Kartı,Tamamlandı
S11532,2026-08-31,M0885,İzmir,Giyim,Tişört,1,349,349,Kredi Kartı,Tamamlandı
S11532,2026-08-31,M0885,İzmir,Ev Yaşam,Kahve Makinesi,2,2199,4398,Kredi Kartı,Tamamlandı
S11533,2026-08-31,M0653,Bursa,Kitap,Roman,2,189,378,Kredi Kartı,Tamamlandı
S11534,2026-08-31,M0004,Adana,Kozmetik,Nemlendirici Krem,3,399,1197,Banka Kartı,Tamamlandı
S11535,2026-08-31,M0619,İstanbul,Kozmetik,Nemlendirici Krem,1,399,399,Kredi Kartı,Tamamlandı
S11536,2026-09-01,M0407,İzmir,Elektronik,Oyuncu Kulaklığı,1,1899,1899,Kredi Kartı,Tamamlandı
S11537,2026-09-01,M0162,Konya,Elektronik,Bluetooth Hoparlör,1,1799,1799,Banka Kartı,Tamamlandı
S11538,2026-09-01,M0095,İstanbul,Kozmetik,Parfüm,1,1599,1599,Kredi Kartı,Tamamlandı
S11538,2026-09-01,M0095,İstanbul,Elektronik,Akıllı Saat,1,3499,3499,Kredi Kartı,Tamamlandı
S11539,2026-09-01,M0244,Ankara,Spor,Yoga Matı,2,399,798,Kredi Kartı,Tamamlandı
S11540,2026-09-01,M0132,Ankara,Kitap,Çocuk Kitabı,1,149,149,Havale/EFT,Tamamlandı
S11540,2026-09-01,M0132,Ankara,Giyim,Mont,1,2299,2299,Havale/EFT,Tamamlandı
S11540,2026-09-01,M0132,Ankara,Kozmetik,Nemlendirici Krem,2,399,798,Havale/EFT,Tamamlandı
S11541,2026-09-01,M0764,İstanbul,Giyim,Mont,1,2299,2299,Kapıda Ödeme,Tamamlandı
S11541,2026-09-01,M0764,İstanbul,Ev Yaşam,Termos,1,449,449,Kapıda Ödeme,Tamamlandı
S11542,2026-09-01,M0497,Ankara,Kozmetik,Güneş Kremi,2,459,918,Banka Kartı,Tamamlandı
S11542,2026-09-01,M0497,Ankara,Kitap,Roman,1,189,189,Banka Kartı,Tamamlandı
S11542,2026-09-01,M0497,Ankara,Spor,Koşu Bandı,2,18999,37998,Banka Kartı,Tamamlandı
S11543,2026-09-01,M0244,Ankara,Kitap,Roman,1,189,189,Banka Kartı,Tamamlandı
S11544,2026-09-02,M0055,İstanbul,Elektronik,Tablet,1,8999,8999,Kredi Kartı,Tamamlandı
S11544,2026-09-02,M0055,İstanbul,Ev Yaşam,Kahve Makinesi,1,2199,2199,Kredi Kartı,Tamamlandı
S11545,2026-09-02,M0017,Bursa,Spor,Yoga Matı,1,399,399,Kredi Kartı,Tamamlandı
S11546,2026-09-02,M0641,Ankara,Kitap,Kişisel Gelişim Kitabı,2,229,458,Banka Kartı,Tamamlandı
S11546,2026-09-02,M0641,Ankara,Kozmetik,Şampuan,2,159,318,Banka Kartı,Tamamlandı
S11547,2026-09-02,M0875,Ankara,Ev Yaşam,Nevresim Takımı,1,1149,1149,Havale/EFT,Tamamlandı
S11548,2026-09-02,M0255,İstanbul,Kozmetik,Güneş Kremi,1,459,459,Banka Kartı,Tamamlandı
S11549,2026-09-02,M0878,İstanbul,Elektronik,Tablet,2,8999,17998,Kredi Kartı,Tamamlandı
S11550,2026-09-03,M0145,Antalya,Kitap,Roman,2,189,0,Kredi Kartı,İade
S11551,2026-09-03,M0572,Ankara,Kozmetik,Güneş Kremi,1,459,459,Kredi Kartı,Tamamlandı
S11552,2026-09-03,M0768,İstanbul,Giyim,Spor Ayakkabı,1,1899,1899,Banka Kartı,Tamamlandı
S11552,2026-09-03,M0768,İstanbul,Kitap,Kişisel Gelişim Kitabı,3,229,687,Banka Kartı,Tamamlandı
S11552,2026-09-03,M0768,İstanbul,Kozmetik,Şampuan,1,159,159,Banka Kartı,Tamamlandı
S11553,2026-09-03,M0292,Antalya,Kitap,Roman,1,189,189,Havale/EFT,Tamamlandı
S11553,2026-09-03,M0292,Antalya,Kozmetik,Nemlendirici Krem,1,399,399,Havale/EFT,Tamamlandı
S11553,2026-09-03,M0292,Antalya,Elektronik,Oyuncu Mouse,1,899,899,Havale/EFT,Tamamlandı
S11554,2026-09-03,M0445,Bursa,Ev Yaşam,Nevresim Takımı,2,1149,2298,Kredi Kartı,Tamamlandı
S11555,2026-09-03,M0222,İstanbul,Kozmetik,Şampuan,1,159,159,Kredi Kartı,Tamamlandı
S11556,2026-09-03,M0542,İstanbul,Elektronik,Tablet,2,8999,17998,Kredi Kartı,Tamamlandı
S11556,2026-09-03,M0542,İstanbul,Elektronik,Oyuncu Mouse,2,899,1798,Kredi Kartı,Tamamlandı
S11556,2026-09-03,M0542,İstanbul,Giyim,Kazak,2,749,1498,Kredi Kartı,Tamamlandı
S11557,2026-09-03,M0169,Ankara,Spor,Yoga Matı,1,399,399,Kredi Kartı,Tamamlandı
S11558,2026-09-03,M0065,Trabzon,Giyim,Mont,1,2299,2299,Kredi Kartı,Tamamlandı
S11558,2026-09-03,M0065,Trabzon,Kozmetik,Güneş Kremi,2,459,918,Kredi Kartı,Tamamlandı
S11558,2026-09-03,M0065,Trabzon,Kitap,Kişisel Gelişim Kitabı,1,229,229,Kredi Kartı,Tamamlandı
S11559,2026-09-04,M0075,Adana,Kozmetik,Güneş Kremi,1,459,459,Kredi Kartı,Tamamlandı
S11560,2026-09-04,M0454,İzmir,Giyim,Spor Ayakkabı,1,1899,1899,Banka Kartı,Tamamlandı
S11561,2026-09-04,M0452,Ankara,Kozmetik,Nemlendirici Krem,1,399,399,Kredi Kartı,Tamamlandı
S11562,2026-09-04,M0884,Ankara,Elektronik,Tablet,2,8999,17998,Kredi Kartı,Tamamlandı
S11563,2026-09-04,M0641,Antalya,Kitap,Kişisel Gelişim Kitabı,3,229,687,Kapıda Ödeme,Tamamlandı
S11563,2026-09-04,M0641,Antalya,Kozmetik,Parfüm,3,1599,4797,Kapıda Ödeme,Tamamlandı
S11563,2026-09-04,M0641,Antalya,Giyim,Kazak,1,749,749,Kapıda Ödeme,Tamamlandı
S11564,2026-09-04,M0092,Konya,Kozmetik,Parfüm,1,1599,1599,Kapıda Ödeme,Tamamlandı
S11565,2026-09-04,M0112,Ankara,Elektronik,Oyuncu Kulaklığı,3,1899,5697,Kapıda Ödeme,Tamamlandı
S11566,2026-09-04,M0081,İzmir,Kozmetik,Parfüm,1,1599,1599,Kredi Kartı,Tamamlandı
S11567,2026-09-04,M0136,Ankara,Giyim,Kot Pantolon,1,899,899,Kredi Kartı,Tamamlandı
S11567,2026-09-04,M0136,Ankara,Ev Yaşam,Nevresim Takımı,1,1149,1149,Kredi Kartı,Tamamlandı
S11567,2026-09-04,M0136,Ankara,Elektronik,Oyuncu Mouse,1,899,899,Kredi Kartı,Tamamlandı
S11568,2026-09-05,M0302,Ankara,Giyim,Kazak,1,749,749,Kapıda Ödeme,Tamamlandı
S11569,2026-09-05,M0257,Antalya,Kitap,Çocuk Kitabı,2,149,298,Kredi Kartı,Tamamlandı
S11570,2026-09-05,M0526,İstanbul,Elektronik,Kablosuz Kulaklık,1,1299,1299,Kredi Kartı,Tamamlandı
S11571,2026-09-05,M0550,Antalya,Ev Yaşam,Tencere Seti,1,3299,3299,Kredi Kartı,Tamamlandı
S11572,2026-09-05,M0753,Antalya,Ev Yaşam,Masa Lambası,2,649,1298,Havale/EFT,Tamamlandı
S11572,2026-09-05,M0753,Antalya,Spor,Yoga Matı,1,399,399,Havale/EFT,Tamamlandı
S11573,2026-09-05,M0557,Bursa,Giyim,Spor Ayakkabı,3,1899,0,Kredi Kartı,İade
S11574,2026-09-05,M0805,Bursa,Giyim,Kazak,1,749,749,Kredi Kartı,Tamamlandı
S11574,2026-09-05,M0805,Bursa,Elektronik,Oyuncu Kulaklığı,1,1899,1899,Kredi Kartı,Tamamlandı
S11575,2026-09-05,M0531,Antalya,Giyim,Kot Pantolon,1,899,899,Kredi Kartı,Tamamlandı
S11575,2026-09-05,M0531,Antalya,Spor,Yoga Matı,2,399,798,Kredi Kartı,Tamamlandı
S11576,2026-09-05,M0164,İstanbul,Giyim,Spor Ayakkabı,1,1899,1899,Kredi Kartı,Tamamlandı
S11576,2026-09-05,M0164,İstanbul,Elektronik,Mekanik Klavye,1,2499,2499,Kredi Kartı,Tamamlandı
S11577,2026-09-05,M0536,İzmir,Ev Yaşam,Nevresim Takımı,1,1149,1149,Kapıda Ödeme,Tamamlandı
S11578,2026-09-05,M0609,Konya,Kozmetik,Parfüm,2,1599,3198,Banka Kartı,Tamamlandı
S11579,2026-09-06,M0163,İstanbul,Spor,Koşu Bandı,2,18999,37998,Kapıda Ödeme,Tamamlandı
S11579,2026-09-06,M0163,İstanbul,Spor,Yoga Matı,2,399,798,Kapıda Ödeme,Tamamlandı
S11580,2026-09-06,M0257,Ankara,Kitap,Kişisel Gelişim Kitabı,2,229,458,Kredi Kartı,Tamamlandı
S11581,2026-09-06,M0645,İstanbul,Kozmetik,Şampuan,4,159,636,Kredi Kartı,Tamamlandı
S11582,2026-09-06,M0037,Bursa,Elektronik,Oyuncu Kulaklığı,1,1899,1899,Kredi Kartı,Tamamlandı
S11583,2026-09-06,M0201,İzmir,Kitap,Kişisel Gelişim Kitabı,1,229,229,Kapıda Ödeme,Tamamlandı
S11584,2026-09-06,M0629,İstanbul,Ev Yaşam,Termos,1,449,449,Banka Kartı,Tamamlandı
S11584,2026-09-06,M0629,İstanbul,Kozmetik,Güneş Kremi,1,459,459,Banka Kartı,Tamamlandı
S11584,2026-09-06,M0629,İstanbul,Elektronik,Tablet,1,8999,8999,Banka Kartı,Tamamlandı
S11585,2026-09-06,M0506,Trabzon,Giyim,Tişört,1,349,349,Kredi Kartı,Tamamlandı
S11585,2026-09-06,M0506,Trabzon,Kozmetik,Parfüm,1,1599,1599,Kredi Kartı,Tamamlandı
S11586,2026-09-06,M0031,Bursa,Giyim,Spor Ayakkabı,1,1899,1899,Havale/EFT,Tamamlandı
S11586,2026-09-06,M0031,Bursa,Elektronik,Oyuncu Mouse,1,899,899,Havale/EFT,Tamamlandı
S11587,2026-09-06,M0181,Antalya,Giyim,Kazak,1,749,749,Kredi Kartı,Tamamlandı
S11588,2026-09-06,M0201,İstanbul,Elektronik,Mekanik Klavye,3,2499,7497,Havale/EFT,Tamamlandı
S11588,2026-09-06,M0201,İstanbul,Kozmetik,Güneş Kremi,2,459,918,Havale/EFT,Tamamlandı
S11589,2026-09-06,M0228,Adana,Kitap,Çocuk Kitabı,1,149,149,Kredi Kartı,Tamamlandı
S11589,2026-09-06,M0228,Adana,Elektronik,Oyuncu Mouse,1,899,899,Kredi Kartı,Tamamlandı
S11589,2026-09-06,M0228,Adana,Giyim,Kazak,1,749,749,Kredi Kartı,Tamamlandı
S11590,2026-09-07,M0352,Ankara,Kitap,Roman,2,189,378,Kapıda Ödeme,Tamamlandı
S11591,2026-09-07,M0623,Antalya,Kitap,Kişisel Gelişim Kitabı,1,229,229,Kredi Kartı,Tamamlandı
S11592,2026-09-07,M0375,İstanbul,Kitap,Çocuk Kitabı,1,149,0,Banka Kartı,İade
S11593,2026-09-07,M0329,Antalya,Giyim,Kot Pantolon,1,899,899,Havale/EFT,Tamamlandı
S11594,2026-09-08,M0845,İzmir,Ev Yaşam,Termos,1,449,449,Kapıda Ödeme,Tamamlandı
S11595,2026-09-08,M0722,Ankara,Elektronik,Akıllı Saat,1,3499,3499,Kredi Kartı,Tamamlandı
S11595,2026-09-08,M0722,Ankara,Giyim,Kot Pantolon,2,899,1798,Kredi Kartı,Tamamlandı
S11596,2026-09-08,M0222,Bursa,Spor,Dambıl Seti,2,1249,2498,Kredi Kartı,Tamamlandı
S11596,2026-09-08,M0222,Bursa,Giyim,Tişört,2,349,698,Kredi Kartı,Tamamlandı
S11597,2026-09-08,M0636,İstanbul,Kozmetik,Parfüm,3,1599,4797,Havale/EFT,Tamamlandı
S11597,2026-09-08,M0636,İstanbul,Elektronik,Akıllı Saat,1,3499,3499,Havale/EFT,Tamamlandı
S11598,2026-09-08,M0125,Bursa,Ev Yaşam,Tencere Seti,2,3299,0,Kredi Kartı,İade
S11599,2026-09-08,M0370,İstanbul,Spor,Yoga Matı,1,399,399,Havale/EFT,Tamamlandı
S11600,2026-09-08,M0339,İzmir,Giyim,Kazak,2,749,1498,Kapıda Ödeme,Tamamlandı
S11600,2026-09-08,M0339,İzmir,Giyim,Spor Ayakkabı,1,1899,1899,Kapıda Ödeme,Tamamlandı
S11601,2026-09-08,M0884,İstanbul,Giyim,Spor Ayakkabı,2,1899,3798,Kredi Kartı,Tamamlandı
S11602,2026-09-08,M0348,Bursa,Spor,Dambıl Seti,2,1249,2498,Kredi Kartı,Tamamlandı
S11603,2026-09-08,M0515,İstanbul,Kitap,Çocuk Kitabı,1,149,149,Kapıda Ödeme,Tamamlandı
S11603,2026-09-08,M0515,İstanbul,Elektronik,Tablet,3,8999,26997,Kapıda Ödeme,Tamamlandı
S11603,2026-09-08,M0515,İstanbul,Spor,Yoga Matı,1,399,399,Kapıda Ödeme,Tamamlandı
S11604,2026-09-09,M0238,İstanbul,Spor,Koşu Bandı,1,18999,18999,Kredi Kartı,Tamamlandı
S11604,2026-09-09,M0238,İstanbul,Giyim,Mont,1,2299,2299,Kredi Kartı,Tamamlandı
S11605,2026-09-09,M0535,İstanbul,Elektronik,Kablosuz Kulaklık,1,1299,1299,Banka Kartı,Tamamlandı
S11606,2026-09-09,M0538,İzmir,Kozmetik,Parfüm,4,1599,6396,Kredi Kartı,Tamamlandı
S11606,2026-09-09,M0538,İzmir,Kitap,Kişisel Gelişim Kitabı,3,229,687,Kredi Kartı,Tamamlandı
S11607,2026-09-09,M0737,Konya,Elektronik,Akıllı Saat,1,3499,3499,Banka Kartı,Tamamlandı
S11608,2026-09-09,M0172,Konya,Elektronik,Mekanik Klavye,2,2499,4998,Kredi Kartı,Tamamlandı
S11608,2026-09-09,M0172,Konya,Spor,Yoga Matı,1,399,399,Kredi Kartı,Tamamlandı
S11608,2026-09-09,M0172,Konya,Elektronik,Oyuncu Mouse,3,899,2697,Kredi Kartı,Tamamlandı
S11609,2026-09-10,M0061,Ankara,Giyim,Mont,1,2299,2299,Kredi Kartı,Tamamlandı
S11610,2026-09-10,M0475,Ankara,Giyim,Spor Ayakkabı,2,1899,3798,Kredi Kartı,Tamamlandı
S11610,2026-09-10,M0475,Ankara,Elektronik,Akıllı Saat,1,3499,3499,Kredi Kartı,Tamamlandı
S11611,2026-09-10,M0372,İzmir,Elektronik,Bluetooth Hoparlör,1,1799,1799,Kredi Kartı,Tamamlandı
S11612,2026-09-10,M0093,Ankara,Ev Yaşam,Tencere Seti,1,3299,3299,Havale/EFT,Tamamlandı
S11612,2026-09-10,M0093,Ankara,Giyim,Tişört,1,349,349,Havale/EFT,Tamamlandı
S11613,2026-09-10,M0124,İzmir,Elektronik,Bluetooth Hoparlör,2,1799,3598,Kredi Kartı,Tamamlandı
S11614,2026-09-10,M0579,İzmir,Kitap,Roman,1,189,189,Kapıda Ödeme,Tamamlandı
S11614,2026-09-10,M0579,İzmir,Ev Yaşam,Masa Lambası,2,649,1298,Kapıda Ödeme,Tamamlandı
S11614,2026-09-10,M0579,İzmir,Kitap,Çocuk Kitabı,2,149,298,Kapıda Ödeme,Tamamlandı
S11615,2026-09-11,M0600,İstanbul,Elektronik,Oyuncu Kulaklığı,1,1899,1899,Kredi Kartı,Tamamlandı
S11616,2026-09-11,M0251,Antalya,Giyim,Kazak,1,749,749,Havale/EFT,Tamamlandı
S11617,2026-09-11,M0743,İzmir,Giyim,Kazak,1,749,749,Banka Kartı,Tamamlandı
S11617,2026-09-11,M0743,İzmir,Ev Yaşam,Nevresim Takımı,1,1149,1149,Banka Kartı,Tamamlandı
S11618,2026-09-11,M0794,Ankara,Kitap,Kişisel Gelişim Kitabı,2,229,458,Banka Kartı,Tamamlandı
S11619,2026-09-11,M0003,İstanbul,Elektronik,Mekanik Klavye,3,2499,7497,Kredi Kartı,Tamamlandı
S11620,2026-09-11,M0540,Adana,Kozmetik,Güneş Kremi,1,459,459,Banka Kartı,Tamamlandı
S11621,2026-09-12,M0134,İstanbul,Elektronik,Tablet,1,8999,8999,Havale/EFT,Tamamlandı
S11621,2026-09-12,M0134,İstanbul,Spor,Dambıl Seti,1,1249,1249,Havale/EFT,Tamamlandı
S11622,2026-09-12,M0272,Antalya,Kozmetik,Nemlendirici Krem,1,399,399,Kredi Kartı,Tamamlandı
S11622,2026-09-12,M0272,Antalya,Ev Yaşam,Masa Lambası,2,649,1298,Kredi Kartı,Tamamlandı
S11623,2026-09-12,M0900,Ankara,Kozmetik,Nemlendirici Krem,1,399,399,Kredi Kartı,Tamamlandı
S11624,2026-09-12,M0769,Antalya,Elektronik,Oyuncu Kulaklığı,1,1899,1899,Havale/EFT,Tamamlandı
S11625,2026-09-12,M0084,Antalya,Elektronik,Kablosuz Kulaklık,2,1299,2598,Havale/EFT,Tamamlandı
S11626,2026-09-12,M0216,Adana,Elektronik,Tablet,2,8999,17998,Banka Kartı,Tamamlandı
S11626,2026-09-12,M0216,Adana,Kitap,Çocuk Kitabı,2,149,298,Banka Kartı,Tamamlandı
S11626,2026-09-12,M0216,Adana,Elektronik,Mekanik Klavye,1,2499,2499,Banka Kartı,Tamamlandı
S11627,2026-09-12,M0524,İstanbul,Elektronik,Akıllı Saat,1,3499,3499,Banka Kartı,Tamamlandı
S11628,2026-09-12,M0608,Ankara,Giyim,Spor Ayakkabı,2,1899,3798,Banka Kartı,Tamamlandı
S11629,2026-09-12,M0162,İstanbul,Ev Yaşam,Termos,2,449,898,Banka Kartı,Tamamlandı
S11629,2026-09-12,M0162,İstanbul,Ev Yaşam,Masa Lambası,1,649,649,Banka Kartı,Tamamlandı
S11630,2026-09-12,M0413,İstanbul,Kozmetik,Parfüm,1,1599,1599,Kapıda Ödeme,Tamamlandı
S11631,2026-09-12,M0761,Konya,Elektronik,Oyuncu Mouse,2,899,1798,Havale/EFT,Tamamlandı
S11631,2026-09-12,M0761,Konya,Ev Yaşam,Termos,1,449,449,Havale/EFT,Tamamlandı
S11631,2026-09-12,M0761,Konya,Kozmetik,Nemlendirici Krem,3,399,1197,Havale/EFT,Tamamlandı
S11632,2026-09-12,M0796,İzmir,Elektronik,Kablosuz Kulaklık,1,1299,1299,Kredi Kartı,Tamamlandı
S11632,2026-09-12,M0796,İzmir,Giyim,Tişört,3,349,1047,Kredi Kartı,Tamamlandı
S11633,2026-09-13,M0591,Bursa,Giyim,Kot Pantolon,2,899,1798,Kapıda Ödeme,Tamamlandı
S11634,2026-09-13,M0718,Adana,Giyim,Spor Ayakkabı,2,1899,3798,Kapıda Ödeme,Tamamlandı
S11635,2026-09-13,M0002,Antalya,Ev Yaşam,Kahve Makinesi,2,2199,4398,Kredi Kartı,Tamamlandı
S11635,2026-09-13,M0002,Antalya,Elektronik,Kablosuz Kulaklık,4,1299,5196,Kredi Kartı,Tamamlandı
S11636,2026-09-13,M0283,İstanbul,Ev Yaşam,Nevresim Takımı,2,1149,2298,Kapıda Ödeme,Tamamlandı
S11637,2026-09-13,M0867,İstanbul,Kozmetik,Parfüm,4,1599,6396,Kapıda Ödeme,Tamamlandı
S11637,2026-09-13,M0867,İstanbul,Giyim,Mont,1,2299,2299,Kapıda Ödeme,Tamamlandı
S11638,2026-09-13,M0507,İstanbul,Ev Yaşam,Masa Lambası,1,649,649,Kredi Kartı,Tamamlandı
S11638,2026-09-13,M0507,İstanbul,Ev Yaşam,Termos,1,449,449,Kredi Kartı,Tamamlandı
S11639,2026-09-13,M0544,İzmir,Giyim,Kazak,2,749,1498,Kapıda Ödeme,Tamamlandı
S11640,2026-09-13,M0658,İstanbul,Elektronik,Kablosuz Kulaklık,1,1299,1299,Banka Kartı,Tamamlandı
S11640,2026-09-13,M0658,İstanbul,Kitap,Çocuk Kitabı,1,149,149,Banka Kartı,Tamamlandı
S11641,2026-09-13,M0463,Ankara,Elektronik,Bluetooth Hoparlör,2,1799,3598,Havale/EFT,Tamamlandı
S11642,2026-09-13,M0381,İstanbul,Giyim,Kazak,1,749,749,Havale/EFT,Tamamlandı
S11642,2026-09-13,M0381,İstanbul,Ev Yaşam,Kahve Makinesi,1,2199,2199,Havale/EFT,Tamamlandı
S11642,2026-09-13,M0381,İstanbul,Elektronik,Tablet,1,8999,8999,Havale/EFT,Tamamlandı
S11643,2026-09-14,M0423,İzmir,Kozmetik,Parfüm,1,1599,1599,Kredi Kartı,Tamamlandı
S11644,2026-09-14,M0558,İstanbul,Giyim,Kot Pantolon,1,899,899,Kredi Kartı,Tamamlandı
S11644,2026-09-14,M0558,İstanbul,Elektronik,Akıllı Saat,1,3499,3499,Kredi Kartı,Tamamlandı
S11645,2026-09-14,M0521,İstanbul,Ev Yaşam,Nevresim Takımı,1,1149,1149,Kredi Kartı,Tamamlandı
S11646,2026-09-14,M0892,İstanbul,Ev Yaşam,Kahve Makinesi,1,2199,2199,Kapıda Ödeme,Tamamlandı
S11646,2026-09-14,M0892,İstanbul,Elektronik,Kablosuz Kulaklık,1,1299,1299,Kapıda Ödeme,Tamamlandı
S11646,2026-09-14,M0892,İstanbul,Spor,Dambıl Seti,1,1249,1249,Kapıda Ödeme,Tamamlandı
S11647,2026-09-14,M0611,İstanbul,Elektronik,Mekanik Klavye,2,2499,4998,Kredi Kartı,Tamamlandı
S11648,2026-09-14,M0206,İzmir,Kitap,Çocuk Kitabı,2,149,298,Kredi Kartı,Tamamlandı
S11648,2026-09-14,M0206,İzmir,Ev Yaşam,Kahve Makinesi,1,2199,2199,Kredi Kartı,Tamamlandı
S11649,2026-09-14,M0247,Antalya,Elektronik,Oyuncu Kulaklığı,1,1899,1899,Banka Kartı,Tamamlandı
S11650,2026-09-14,M0319,Konya,Elektronik,Kablosuz Kulaklık,1,1299,1299,Banka Kartı,Tamamlandı
S11651,2026-09-15,M0479,İstanbul,Kozmetik,Şampuan,1,159,159,Kredi Kartı,Tamamlandı
S11652,2026-09-15,M0070,Antalya,Kozmetik,Şampuan,1,159,159,Banka Kartı,Tamamlandı
S11652,2026-09-15,M0070,Antalya,Kozmetik,Şampuan,1,159,159,Banka Kartı,Tamamlandı
S11653,2026-09-15,M0262,İzmir,Giyim,Kazak,2,749,1498,Kredi Kartı,Tamamlandı
S11653,2026-09-15,M0262,İzmir,Giyim,Spor Ayakkabı,4,1899,7596,Kredi Kartı,Tamamlandı
S11654,2026-09-15,M0664,İstanbul,Elektronik,Akıllı Saat,1,3499,3499,Kredi Kartı,Tamamlandı
S11655,2026-09-15,M0105,Ankara,Elektronik,Akıllı Saat,1,3499,3499,Kredi Kartı,Tamamlandı
S11656,2026-09-16,M0179,Antalya,Kozmetik,Şampuan,1,159,159,Kredi Kartı,Tamamlandı
